sector_name,sector_link,title,link
,,"Punjabi Academy, Delhi",https://punjabiacademy.delhi.gov.in
,,Raja Rammohun Roy Library Foundation (RRRLF),https://rrrlf.gov.in
,,"Regional Science Center, Bhopal",https://rscbhopal.gov.in
,,"SABARIMAMA - Sree Dharma Sastha Temple, Kerala",https://www.sabarimala.kerala.gov.in
,,Sahitya Akademi,https://www.sahitya-akademi.gov.in
,,"Salar Jung Museum, Hyderabad",https://www.salarjungmuseum.in
,,"Shree Jagannath Temple, Puri, Odisha",https://www.shreejagannatha.in
,,"Sindhi Academy, Delhi",https://sindhiacademy.delhi.gov.in
,,"South Central Zone Cultural Center, Nagpur",https://www.sczcc.gov.in
,,"Sri Veera Venkata Satyanaryana Swamy Vari Devasthanam, Annavaram, Andhra Pradesh",https://annavaramdevasthanam.nic.in
,,"State Central Library, Kerala",https://statelibrary.kerala.gov.in
,,"Temple Survey Project, Archaeological Survey of India (ASI), Bhopal",https://tspasibhopal.nic.in
,,UTSAV-India a Land of Festivals,https://utsav.gov.in
,,"Victoria Memorial Hall, kolkata",https://www.victoriamemorial-cal.org
,,"West Bengal Information & Cultural Centre (WBICC), West Bengal",https://wbicc.in
,,Writings and Speeches of Babasaheb DR. B.R. Ambedkar,https://baws.in
,,"e-Abhilekhagar (Uttar Pradesh State Archives), Uttar Pradesh",https://uparchives.up.nic.in
,,"e-Granthalaya - A Digital Agenda for Library Automaion and Networking, Himachal Pradesh",https://himachalservices.nic.in/hplib
,,"eGov Applications, Archaeological Survey of India (ASI)",https://asiegov.gov.in
Chemicals_Fertilizers,https://igod.gov.in/sector/AhNsIHQBsvhI6u6Q3tju/organizations,,
,,Bengal Chemicals and Pharmaceuticals Limited (BCPL),https://bengalchemicals.co.in
,,Biological Research Regulatory Approval Portal,https://biorrap.gov.in
,,"Brahmaputra Cracker and Polymer Limited (BCPL), Guwahati",https://bcplonline.co.in
,,Brahmaputra Valley Fertilizer Corporation Limited (BVFCL),https://bvfcl.com
,,"CHEMEXCIL-Basic Chemicals, Cosmetics and Dyes Export Promotion Council",https://chemexcil.in
,,Central Institute of Plastics Engineering and Technology (CIPET),https://www.cipet.gov.in
,,Fertilizers and Chemicals Travancore Limited (FACT),https://fact.co.in
,,"Gujarat Narmada Valley Fertilizers & Chemicals Limited, Gujarat",https://www.gnfc.in
,,Hindustan Insecticides Limited (HIL),https://www.hil.gov.in
,,Hindustan Organic Chemicals Limited (HOCL),https://www.hoclindia.com
,,Indian Medicines Pharmaceutical Corporation Limited (IMPCL),https://impclmohan.nic.in
,,Krishak Bharati Cooperative Limited (KRIBHCO),https://www.kribhco.net
,,"Laboratory for Advanced Research in Polymeric Materials (LARPM), CIPET",https://www.larpm.gov.in
,,Madras Fertilizers Limited (MFL),https://madrasfert.co.in
,,National Chemical Laboratory (NCL),https://www.ncl.res.in
,,National Fertilizers Limited (NFL),https://www.nationalfertilizers.com
,,National Pharmaceutical Pricing Authority (NPPA),https://www.nppaindia.nic.in
,,Orissa Drugs and Chemicals Limited,https://odcl.nic.in
,,Pharmaceuticals Export Promotion Council of India (PHARMEXCIL),https://pharmexcil.com
,,Projects and Development India Limited (PDIL),https://www.pdilin.com
,,Ramagundam Fertilizers and Chemicals Limited (RFCL),https://www.rfcl.co.in
,,Rashtriya Chemicals and Fertilizers Limited (RCF),https://www.rcfltd.com
,,Talcher Fertilizer LTD. (TFL),https://tflonline.co.in
,,"Urban Sector, Rajasthan",https://urban.rajasthan.gov.in
,,e-Urvarak,https://urvarak.nic.in
Coal_Mine,https://igod.gov.in/sector/ABNsIHQBsvhI6u6Q3tju/organizations,,
,,Bharat Coking Coal Limited (BCCL),https://www.bcclweb.in
,,Central Coalfields Limited (CCL),https://www.centralcoalfields.in/ind/index_h.php
,,"Central Institute of Mining and Fuel Research (CIMFR), Jharkhand",https://www.cimfr.nic.in
,,"Central Mine Planning and Design Institute Limited, Ranchi",https://www.cmpdi.co.in/index.php?lang=Eng
,,Coal India Limited (CIL),https://www.coalindia.in
,,Coal Mines Provident Fund Organisation (CMPFO),https://cmpfo.gov.in
,,Directorate General of Mines Safety (DGMS),https://www.dgms.gov.in
,,"Directorate of Geology & Mining, Uttar Pradesh",https://dgmup.gov.in
,,"Directorate of Mines and Geology, Goa",https://dmg.goa.gov.in
,,Eastern Coal Fields Limited,https://www.easterncoal.nic.in
,,FCI Aravali Gypsum and Minerals India Limited (FAGMIL),https://fagmil.nic.in
,,Hindustan Copper Limited (HCL),https://www.hindustancopper.com
,,Indian Bureau of Mines,https://ibm.gov.in
,,"J&K Minerals Limited, Jammu and Kashmir",https://www.jandkminerals.in
,,Jawaharlal Nehru Aluminium Research Development and Design Centre (JNARDDC),https://jnarddc.gov.in
,,Mahanadi Coalfields Limited,https://www.mahanadicoal.in
,,"Mineral Concessionaires Registration System, Indian Bureau of Mines",https://ibmreg.nic.in
,,Mineral Exploration Corporation Limited (MECL),https://mecl.co.in
,,Minerals and Metals Trading Corporation Limited (MMTC),https://mmtclimited.gov.in
,,"Mining and Geology Department, Kerala",https://dmg.kerala.gov.in
,,NLC India Limited (NLCIL),https://www.nlcindia.in
,,National Aluminium Company Limited (NALCO),https://nalcoindia.co.in
,,National Geoscience Data Repository,https://geodataindia.gov.in
,,Northern Coalfields Limited,https://www.nclcil.in
,,Science and Technology Research in Coal and Lignite Sector,https://scienceandtech.cmpdi.co.in
,,Single Window Clearance System gateway for Operationalization of Coal Mines,https://swcs.coal.gov.in/admin
,,South Eastern Coalfields Limited (SECL),https://secl-cil.in
,,TAMRA Web Portal,https://tamra.gov.in
,,"Tamilnadu Magnesite Limited (TANMAG), Tamil Nadu",https://tanmag.org
,,"The Kerala Minerals and Metals Limited, Kerala",https://www.kmml.com
Commerce_Industry,https://igod.gov.in/sector/BBNsIHQBsvhI6u6Q3tju/organizations,,
,,Agricultural and Processed Food Products Export Development Authority,https://apeda.gov.in
,,Apparel Export Promotion Council,https://www.aepcindia.com/node
,,Automotive Research Association of India (ARAI),https://www.araiindia.com
,,Automotive Skills Development Council (ASDC),https://www.asdc.org.in
,,"Basic Tasar Silkworm Seed Organisation (BTSSO), Bilaspur",https://www.btsso.org
,,Bharat Heavy Electricals Limited (BHEL),https://trichy.bhel.com
,,Bharat Heavy Electricals Limited (BHEL) - Power Sector Eastern Region (PSER),https://pser.bhel.com
,,"Bharat Heavy Electricals Limited (BHEL), Electronics Division, Bangalore",https://edn.bhel.com
,,"Bharat Heavy Electricals Limited (BHEL), Haridwar",https://hwr.bhel.com
,,"Bharat Heavy Electricals Limited (BHEL), Power Sector Western Region, Nagpur",https://www.bhelpswr.co.in
,,"Bharat Heavy Electricals Limited(BHEL), Bhopal",https://bpl.bhel.com
,,"Bharat Heavy Electricals Limited, Jhansi",https://jhs.bhel.com
,,"Bharat Pumps and Compressors Limited, Allahabad",https://www.bpcnaini.co.in
,,Bhartiya Vastra evam Shilpa Kosh,https://www.vastrashilpakosh.in
,,"Bicholim Government Industrial Training Institute, Goa",https://itibicholim.goa.gov.in
,,Biju Patnaik National Steel Institute,https://www.bpnsi.org
,,Birds Jute and Exports Limited,https://birdsjute.in
,,Braithwaite Burn and Jessop Construction Company Limited,https://www.bbjconst.com
,,Braithwaite and Co Limited,https://www.braithwaiteindia.com
,,Bridge and Roof Company (India) Limited,https://www.bridgeroof.co.in
,,Capital Goods Skill Council (CGSC),https://www.cgsc.in
,,Cement Corporation of India Limited (CCI),https://www.cciltd.in
,,Central Cottage Industries Corporation of India Limited,https://www.cottageemporium.in
,,"Central Electrical Testing Laboratory (CETL), Kakkalur, Tamil Nadu",https://cetl.tn.gov.in
,,"Central Footwear Training Institute, Chennai",https://www.cftichennai.in
,,"Central Institute of Hand Tools, Jalandhar",https://ciht.in
,,"Central Institute of Tool Design (CITD), Hyderabad",https://www.citdindia.org
,,Central Manufacturing Technology Institute (CMTI),https://cmti.res.in
,,"Central Pulp and Paper Research Institute (CPPRI), Saharanpur",https://cppri.res.in
,,Central Research Institute for Jute and Allied Fibres (CRIJAF),https://crijaf.icar.gov.in
,,Central Silk Board,https://csb.gov.in
,,"Central Tool Room and Training Center, Kolkata",https://www.msmetoolroomkolkata.com
,,"Central Tool Room and Training Centre (MSME Tool Room), Bhubaneswar",https://www.cttc.gov.in
,,Central Wool Development Board,https://woolboard.nic.in
,,Chief Commissioner CGST and CE Ranchi Zone Patna,https://cgstranchizone.bih.nic.in
,,"Chief Minister Employment Generation Programme, Maharashtra",https://maha-cmegp.gov.in
,,Cluster Development Programme,https://cluster.dcmsme.gov.in
,,Cochin Special Economic Zone (CSEZ),https://csez.com
,,Coir Board Services,https://coirservices.gov.in
,,"Commerce & Industries Department, Chhattisgarh",https://industries.cg.gov.in
,,"Commissioner for Cooperation and Registrar, Cooperative Societies (CC and RCS), Pune, Maharashtra",https://sahakarayukta.maharashtra.gov.in
,,"Commissioner of Cottage & Rural Industries, Gujarat",https://cottage.gujarat.gov.in
,,"Commissionerate of Industries & Commerce, Assam",https://industriescom.assam.gov.in
,,"Controller General of Patents, Designs and Trade Marks",https://ipindia.gov.in
,,Cotton Corporation of India Limited (CCI),https://cotcorp.org.in
,,Cotton Textiles Export Promotion Council,https://www.texprocil.org
,,Council for Leather Exports (CLE),https://leatherindia.org
,,"Credit Guarantee Fund Trust for Micro and Small Enterprise (CGTMSE), Mumbai",https://www.cgtmse.in
,,Customs Brokers Licensing and Management System,https://cblms.gov.in
,,"DBT Input Odisha (Need Based), Odisha",https://dbtinputodisha.nic.in
,,Delhi Khadi and Village Industries Board,https://dkvib.delhi.gov.in
,,Department for Promotion of Industry and Internal Trade,https://dpiit.gov.in
,,"Department of Mines and Geology, Andhra Pradesh",https://www.mines.ap.gov.in
,,"Department of Textiles, Maharashtra",https://mahatextile.maharashtra.gov.in/en
,,Development Commissioner,https://dcmsme.gov.in
,,"Development and Facilitation Office, Ludhiana",https://www.msmedildh.gov.in
,,"Development and Facilitation Office, Thrissur",https://www.msmedithrissur.gov.in
,,"Development and Facilitation Office, Patna",https://msmedipatna.gov.in
,,"Development and Facilitation Office, Nagpur",https://msmedinagpur.gov.in
,,"Development and Facilitation Office, Mumbai",https://msmedimumbai.gov.in
,,"Development and Facilitation Office, Dimapur",https://dcdi-dimapur.gov.in
,,"Development and Facilitation Office, Ahmedabad",https://msmediahmedabad.gov.in
,,"Development and Facilitation Office, Dimapur",https://dcdi-dimapur.gov.in
,,"Development and Facilitation Office, Ahmedabad",https://msmediahmedabad.gov.in
,,"Development and Facilitation Office, Agra",https://msmediagra.gov.in
,,"Development and Facilitation Office, Guwahati",https://msmedi-guwahati.gov.in
,,"Development and Facilitation Office, Agartala",https://msmedi-agartala.nic.in
,,DigiReady Certification Portal,https://digiready.qcin.org
,,"Director General, Geology and Mining, Nagpur, Maharashtra",https://mahadgm.gov.in
,,Directorate General Of Trade Remedies,https://www.dgtr.gov.in
,,Directorate General of Commercial Intelligence and Statistics,https://dgciskol.gov.in
,,Directorate General of Foreign Trade (DGFT),https://www.dgft.gov.in
,,"Directorate General of Married Accommodation Project (DG MAP), Delhi",https://dgmap.gov.in
,,Directorate General of Performance Management,https://dgpm.gov.in
,,"Directorate Of Geology & Mining, Mizoram",https://dgmr.mizoram.gov.in
,,"Directorate of Boilers, West Bengal",https://wbboilers.gov.in
,,Directorate of Economics and Statistics (DES),https://desagri.gov.in
,,"Directorate of Export Promotion & Marketing, Odisha",https://depmodisha.nic.in
,,"Directorate of Handlooms and Textiles, Kerala",https://www.handloom.kerala.gov.in
,,"Directorate of Industries and Commerce, Kashmir, Jammu and Kashmir",https://industrieskashmir.nic.in
,,"Directorate of Industries and Enterprise Promotion, Uttar Pradesh",https://msme.up.gov.in
,,"Directorate of Micro, Small & Medium Enterprises, West Bengal",https://wbmsme.gov.in
,,"Directorate of Mines and Minerals, West Bengal",https://dmm.gov.in
,,"Directorate of Printing and Stationery, Uttar Pradesh",https://dpsup.up.gov.in
,,"Directorate of Supplies and Disposals, Haryana",https://dsndharyana.gov.in
,,"Directorate of Tea, Assam",https://tea.assam.gov.in
,,"Directorate of Textiles (Handlooms, Spinning Mills, Silk Weaving & Handloom Based Handicrafts Division), West Bengal",https://www.westbengalhandloom.org
,,"Directorate of Textiles, Maharashtra",https://dirtexmah.gov.in
,,"Directorate of industries, Uttarakhand",https://www.doiuk.org
,,"Directorates of Factories and Boilers, Kerala",https://www.fabkerala.gov.in
,,"District Industries Centre (DIC), Puducherry",https://dic.py.gov.in
,,EEPC India,https://www.eepcindia.org
,,Economic Diplomacy Division,https://indbiz.gov.in
,,Engineering Projects (India) Ltd.,https://epi.gov.in
,,Engineers India Limited (EIL),https://engineersindia.com
,,"Excise Department, Ladakh",https://ladakh.nic.in/excise-department
,,"Excise Department, Sikkim",https://excise.sikkim.gov.in/Portal_New_Default.aspx
,,Export Credit Guarantee Corporation of India Limited (ECGC),https://www.ecgcltd.in
,,Export Hubs,https://exporthubs.gov.in
,,Export Inspection Council (EIC),https://www.eicindia.gov.in/WebApp1
,,"Export Promotion Bureau, Uttar Pradesh",https://epbupindia.in
,,Export Promotion Council for EOUs and SEZs (EPCES),https://www.epces.in
,,FAME-India,https://www.fame-india.gov.in
,,"Factories Department, Telangana",https://tsfactories.cgg.gov.in
,,Falta Special Economic Zone (FSEZ),https://fsez.gov.in
,,Federation of Indian Export Organisation,https://www.fieo.org
,,"Ferro Scrap Nigam Limited (FSNL), Chhattigarh",https://fsnl.nic.in
,,Foreign Investment Facilitation Portal (FIFP),https://fifp.gov.in
,,"GO CARE - CSR Administration and Responsive Engagement, Odisha",https://csr.odisha.gov.in
,,"Geology and Mining Department, Jammu and Kashmir",https://geominjk.nic.in
,,"Global Indices for Reforms & Growth (GIRG), NITI Aayog",https://girg.gov.in
,,"GoalMart ??e-Commerce Portal, Assam",https://goalmart.co.in
,,"Golkonda Handicrafts by Telangana State Handicrafts Development Corporation Ltd., Andhra Pradesh",https://golkondacrafts.telangana.gov.in
,,Goods and Services Tax (GST),https://www.gst.gov.in
,,"Gorakhpur Industrial Development Authority (GIDA), Uttar Pradesh",https://gidagkp.in
,,"Government Receipt Accounting System, Jammu and Kashmir",https://jkgras.jktreasury.gov.in
,,Government e-Marketplace (GeM),https://gem.gov.in
,,"Gujarat Agro Industries Corporation, Gujarat",https://gaic.gujarat.gov.in
,,"Gujarat Infrastructure Development Board (GIDB), Gujarat",https://www.gidb.org
,,Gujarat Mineral Research Development Society (GMRDS),https://www.gmrds.gujarat.gov.in
,,"Gujarat State Handloom & Handicrafts Development Corporation Ltd., Gujarat",https://garvigurjari.gujarat.gov.in
,,HMT (International) Limited,https://www.hmti.com
,,HMT Limited,https://www.hmtindia.com
,,HMT Machine Tools Ltd.,https://www.hmtmachinetools.com
,,Handicrafts and Handlooms Export Corporation Limited,https://www.hhecworld.com
,,"Handicrafts, Textile and Coir Department, Goa",https://www.dhtc.goa.gov.in
,,"Handloom Development Schemes, Development Commissioner for Handlooms",https://handlooms.nic.in
,,Heavy Engineering Corporation Limited (HEC),https://www.hecltd.com
,,"Himachal Pradesh General Industries Corporation Ltd. (HPGIC), Himachal Pradesh",https://www.hpgic.co.in
,,Hindustan Paper Corporation Ltd.,https://www.hindpaper.in
,,Hindustan Salts Limited,https://www.indiansalt.com
,,Hindustan Steel Works Construction Limited (HSCL),https://hsclindia.in
,,"IIFCL Project Limited (IPL), India Infrastructure Finance Company Limited (IIFCL), New Delhi",https://www.iifclprojects.in
,,"India International Convention and Expo Centre (IICC), New Delhi",https://www.iiccnewdelhi.com
,,India Investment Grid,https://indiainvestmentgrid.gov.in
,,India Trade Promotion Organisation (ITPO),https://www.indiatradefair.com
,,IndiaHandmade,https://www.indiahandmade.com
,,Indian Diamond Institute,https://diamondinstitute.net
,,Indian Handicrafts Portal,https://indian.handicrafts.gov.in
,,Indian Institute of Corporate Affairs,https://iica.nic.in
,,Indian Institute of Foreign Trade (IIFT),https://www.iift.ac.in
,,"Indian Institute of Handloom and Textile Technology - Kannur, Kerala",https://iihtkannur.ac.in
,,Indian Oilseed and Produce Export Promotion Council (IOPEPC),https://iopepc.org
,,"Indian Rubber Materials Research Institute (IRMRI), Thane",https://irmri.org
,,"Indo German Tool Room, Indore",https://www.igtr-indore.com
